direction,Date,Price,size,structure,carry,managementFee
sell,"May 20, 2021",1211.46,50000000,spv,20%,0
sell,"May 20, 2021",1199.5,50000000,spv,20%,0
sell,"May 20, 2021",1115,10000000,spv,20%,2%
sell,"May 20, 2021",1115,10000000,spv,20%,2%
sell,"May 23, 2021",null,7000000,spv,20%,2%
sell,"May 23, 2021",1315,40000000,spv,20%,0
sell,"May 24, 2021",1265,20000000,spv,20%,0
buy,"May 26, 2021",null,10000000,unspecified,null,null
sell,"May 30, 2021",1062.9,170000000,spv,20%,0
sell,"Jun 1, 2021",1225,3000000,spv,20%,0
sell,"Jun 1, 2021",1115,50000000,spv,20%,2%
sell,"Jun 3, 2021",1211,50000000,spv,20%,0
sell,"Jun 3, 2021",1199,30000000,spv,20%,2%
sell,"Jun 3, 2021",1115,50000000,spv,20%,2%
sell,"Jun 4, 2021",1199.5,50000000,spv,20%,0
sell,"Jun 4, 2021",1199.5,50000000,spv,20%,0
sell,"Jun 4, 2021",1115,10000000,spv,20%,2%
sell,"Jun 4, 2021",1115,100000000,spv,20%,2%
sell,"Jun 4, 2021",954.78,120000000,spv,15%,1%
sell,"Jun 10, 2021",1055,20000000,spv,20%,2%
sell,"Jun 12, 2021",1062.9,170000000,spv,20%,0
sell,"Jun 16, 2021",1135,5000000,spv,20%,0
sell,"Jun 17, 2021",1065,50000000,spv,20%,2%
sell,"Jun 18, 2021",1199.5,50000000,spv,20%,0
sell,"Jun 18, 2021",1199.5,50000000,spv,20%,0
sell,"Jun 18, 2021",1105,5000000,spv,20%,0
sell,"Jun 19, 2021",975,50000000,spv,20%,null
sell,"Jun 21, 2021",855,50000000,spv,20%,1%
buy,"Jun 23, 2021",1315,5000000,unspecified,null,null
sell,"Jun 24, 2021",1105,5000000,spv,20%,0
sell,"Jun 28, 2021",1085,5000000,spv,20%,0
sell,"Jun 29, 2021",null,30000000,spv,25%,2%
buy,"Jun 29, 2021",1315,5000000,unspecified,null,null
sell,"Jun 29, 2021",1085,20000000,spv,20%,0
buy,"Jul 5, 2021",null,10000000,unspecified,null,null
sell,"Jul 5, 2021",1185,8000000,spv,20%,0
sell,"Jul 23, 2021",null,100000000,spv,20%,2%
sell,"Jul 25, 2021",null,200000000,spv,20%,2%
sell,"Jul 26, 2021",1035,20000000,spv,20%,1%
sell,"Aug 3, 2021",1065,20000000,spv,20%,null
sell,"Aug 4, 2021",1265,20000000,spv,20%,0
sell,"Aug 4, 2021",1211.46,50000000,spv,20%,0
buy,"Aug 6, 2021",1115,30000000,unspecified,null,null
sell,"Aug 6, 2021",1065,20000000,spv,20%,1%
buy,"Aug 6, 2021",915,30000000,unspecified,null,null
sell,"Aug 8, 2021",1185,8000000,spv,20%,0
sell,"Aug 8, 2021",1085,5000000,spv,20%,0
sell,"Aug 8, 2021",1055,30000000,spv,25%,2.50%
sell,"Aug 10, 2021",1065,10000000,spv,25%,2.50%
sell,"Aug 10, 2021",908.62,100000000,spv,20%,2%
sell,"Aug 11, 2021",1135,5000000,spv,20%,1%
sell,"Aug 12, 2021",915,200000000,spv,20%,2%
buy,"Aug 13, 2021",943,2000000,unspecified,null,null
sell,"Aug 16, 2021",1185,10000000,spv,20%,0
sell,"Aug 17, 2021",915,200000000,spv,20%,2%
sell,"Aug 23, 2021",915,200000000,spv,20%,2%
sell,"Aug 29, 2021",1107,25000000,spv,20%,null
buy,"Aug 29, 2021",1065,5000000,spv,20%,null
sell,"Aug 31, 2021",1032.6,20000000,spv,20%,2%
buy,"Sep 1, 2021",1015,15000000,spv,20%,null
sell,"Sep 4, 2021",1225,3000000,spv,20%,0
sell,"Sep 4, 2021",1211,50000000,spv,20%,0
sell,"Sep 4, 2021",1199.5,50000000,spv,20%,0
sell,"Sep 4, 2021",1199,30000000,spv,20%,2%
sell,"Sep 4, 2021",1135,5000000,spv,20%,0
sell,"Sep 4, 2021",1115,100000000,spv,20%,2%
sell,"Sep 4, 2021",1085,20000000,spv,20%,0
sell,"Sep 4, 2021",1065,50000000,spv,20%,2%
sell,"Sep 4, 2021",1055,20000000,spv,20%,2%
sell,"Sep 4, 2021",855,30000000,spv,25%,2%
buy,"Sep 5, 2021",1165,10000000,unspecified,null,null
sell,"Sep 5, 2021",1013,5000000,spv,17.50%,0
sell,"Sep 7, 2021",1225,5000000,spv,20%,0
sell,"Sep 7, 2021",1135,60000000,spv,0,0
sell,"Sep 7, 2021",1115,10000000,spv,25%,2.50%
sell,"Sep 7, 2021",1035,20000000,spv,20%,1%
sell,"Sep 8, 2021",1085,10000000,spv,20%,2%
sell,"Sep 9, 2021",1175,32000000,spv,0,0
sell,"Sep 12, 2021",1085,10000000,spv,20%,0
sell,"Sep 17, 2021",1055,6000000,spv,17.50%,0
buy,"Sep 21, 2021",1015,5000000,unspecified,null,null
sell,"Sep 22, 2021",1115,10000000,spv,20%,null
sell,"Sep 23, 2021",1205,2000000,spv,25%,2%
sell,"Sep 26, 2021",855,10000000,spv,0,0
sell,"Sep 29, 2021",1135,100000000,spv,20%,null
buy,"Oct 2, 2021",1215,10000000,unspecified,null,null
buy,"Oct 2, 2021",943,2000000,unspecified,null,null
buy,"Oct 9, 2021",1065,10000000,direct,null,null
buy,"Oct 9, 2021",1065,10000000,spv,10%,null
sell,"Oct 11, 2021",1013,5000000,spv,17.50%,0
sell,"Oct 11, 2021",855,10000000,spv,0,0
sell,"Oct 12, 2021",1193.96,7000000,spv,20%,1%
sell,"Oct 17, 2021",1135,1000000,spv,20%,null
sell,"Oct 17, 2021",1032.6,20000000,spv,20%,2%
sell,"Oct 22, 2021",1135,5000000,spv,20%,1%
sell,"Oct 23, 2021",1195,10000000,spv,20%,2%
sell,"Oct 23, 2021",1135,60000000,spv,0,0
sell,"Oct 23, 2021",1055,6000000,spv,17.50%,0
buy,"Oct 25, 2021",1135,500000,unspecified,null,null
sell,"Oct 28, 2021",1275,10000000,spv,20%,2%
buy,"Oct 28, 2021",1191,4000000,unspecified,null,null
buy,"Oct 30, 2021",1195,2000000,unspecified,null,null
sell,"Oct 30, 2021",1193.96,7000000,spv,20%,1%
sell,"Oct 30, 2021",1146.2,15000000,spv,20%,2%
sell,"Oct 31, 2021",1195,10000000,spv,20%,2%
sell,"Oct 31, 2021",1185,10000000,spv,20%,0
sell,"Oct 31, 2021",1065,10000000,spv,25%,2.50%
sell,"Oct 31, 2021",1065,20000000,spv,20%,1%
sell,"Oct 31, 2021",1055,30000000,spv,25%,2.50%
sell,"Nov 2, 2021",1365,10000000,spv,20%,1%
sell,"Nov 2, 2021",1135,20000000,spv,20%,2.25%
buy,"Nov 8, 2021",1194,100000000,unspecified,null,null
sell,"Nov 10, 2021",1275,10000000,spv,20%,2%
sell,"Nov 10, 2021",1175,32000000,spv,0,0
buy,"Nov 15, 2021",1135,20000000,spv,20%,null
buy,"Nov 16, 2021",1135,25000000,unspecified,null,null
sell,"Nov 21, 2021",1191,12000000,spv,20%,1.25%
buy,"Nov 22, 2021",1135,10000000,unspecified,null,null
sell,"Nov 29, 2021",1146.2,15000000,spv,20%,2%
sell,"Nov 29, 2021",1145,10000000,spv,25%,2%
sell,"Nov 29, 2021",1135,20000000,spv,20%,2.25%
sell,"Dec 5, 2021",1225,5000000,spv,20%,0
sell,"Dec 5, 2021",1205,2000000,spv,25%,2%
sell,"Dec 5, 2021",1115,10000000,spv,25%,2.50%
sell,"Dec 5, 2021",1085,10000000,spv,20%,0
sell,"Dec 5, 2021",1085,10000000,spv,20%,2%
sell,"Dec 6, 2021",1335,5000000,spv,25%,0
sell,"Dec 6, 2021",1135,50000000,spv,20%,1.25%
sell,"Dec 6, 2021",1095,7000000,spv,0,null
buy,"Dec 6, 2021",1015,5000000,unspecified,null,null
buy,"Dec 21, 2021",1215,6000000,unspecified,null,null
buy,"Dec 21, 2021",1215,5000000,unspecified,null,null
sell,"Dec 30, 2021",null,10000000,spv,25%,2%
sell,"Dec 30, 2021",null,2025000,spv,10%,2%
buy,"Jan 3, 2022",null,6000000,unspecified,null,null
buy,"Jan 10, 2022",null,2000000,unspecified,null,null
sell,"Jan 16, 2022",null,10000000,spv,20%,0
buy,"Jan 18, 2022",145,1000000,unspecified,null,null
sell,"Jan 19, 2022",138,20000000,spv,20%,1%
sell,"Feb 6, 2022",null,10000000,spv,20%,1%
sell,"Feb 6, 2022",null,12000000,spv,20%,1.25%
buy,"Feb 7, 2022",null,4000000,unspecified,null,null
buy,"Feb 7, 2022",null,2000000,unspecified,null,null
buy,"Feb 7, 2022",null,25000000,unspecified,null,null
buy,"Feb 7, 2022",null,10000000,unspecified,null,null
buy,"Feb 7, 2022",null,100000000,unspecified,null,null
buy,"Feb 7, 2022",null,500000,unspecified,null,null
sell,"Feb 9, 2022",140.19,10000000,spv,20%,0
sell,"Feb 13, 2022",139,3000000,spv,20%,1%
sell,"Feb 13, 2022",138,5000000,spv,20%,1%
sell,"Feb 20, 2022",138,5000000,spv,20%,1%
sell,"Feb 21, 2022",142.2,3000000,spv,25%,1%
sell,"Feb 23, 2022",139,5000000,spv,20%,1%
buy,"Feb 23, 2022",131,2000000,unspecified,null,null
sell,"Feb 25, 2022",null,10000000,spv,20%,2%
sell,"Feb 25, 2022",141,3000000,spv,25%,1%
sell,"Feb 25, 2022",135,20000000,spv,20%,2%
sell,"Feb 26, 2022",185,10000000,unspecified,null,null
sell,"Mar 2, 2022",145,20000000,spv,17.50%,null
buy,"Mar 3, 2022",null,5000000,unspecified,null,null
buy,"Mar 3, 2022",130,25000000,unspecified,null,null
sell,"Mar 6, 2022",null,50000000,spv,20%,2%
sell,"Mar 7, 2022",null,20000000,spv,20%,2%
sell,"Mar 8, 2022",127,10000000,spv,20%,2%
sell,"Mar 8, 2022",127,25000000,spv,20%,null
sell,"Mar 13, 2022",185,3000000,unspecified,null,null
buy,"Mar 13, 2022",125,2000000,unspecified,null,null
sell,"Mar 18, 2022",null,5000000,spv,25%,0
sell,"Mar 18, 2022",null,50000000,spv,20%,1.25%
sell,"Mar 18, 2022",150,2025000,spv,10%,2%
buy,"Mar 18, 2022",127,106000000,unspecified,null,null
sell,"Mar 21, 2022",131,50000000,spv,20%,2%
sell,"Mar 21, 2022",127,20000000,spv,20%,2%
sell,"Mar 27, 2022",157,50000000,spv,20%,2%
sell,"Mar 28, 2022",145,30000000,spv,20%,2%
buy,"Mar 30, 2022",135,3200000,unspecified,null,null
sell,"Mar 31, 2022",135,20000000,spv,20%,2%
sell,"Mar 31, 2022",133,2500000,spv,25%,2%
buy,"Apr 1, 2022",145,1000000,unspecified,null,null
sell,"Apr 5, 2022",145,10000000,spv,20%,2%
sell,"Apr 9, 2022",138,20000000,spv,20%,1%
buy,"Apr 10, 2022",143,20000000,unspecified,null,null
sell,"Apr 11, 2022",185,2975000,direct,null,null
sell,"Apr 11, 2022",145,25000000,spv,20%,2%
sell,"Apr 11, 2022",140.68,11000000,spv,17.50%,2%
sell,"Apr 11, 2022",138,5000000,spv,20%,1%
sell,"Apr 11, 2022",138,5000000,spv,20%,1%
sell,"Apr 12, 2022",158,10000000,spv,20%,2%
sell,"Apr 20, 2022",146.72,25000000,spv,20%,2%
sell,"Apr 22, 2022",150,10000000,spv,20%,2%
sell,"Apr 23, 2022",161.3,7900000,spv,20%,0
buy,"Apr 26, 2022",null,10000000,unspecified,null,null
sell,"Apr 26, 2022",159,2000000,spv,20%,2%
sell,"Apr 27, 2022",204,6000000,spv,0,null
buy,"Apr 29, 2022",131,2000000,unspecified,null,null
sell,"Apr 30, 2022",142.2,3000000,spv,25%,1%
sell,"Apr 30, 2022",141,3000000,spv,25%,1%
sell,"Apr 30, 2022",139,3000000,spv,20%,1%
sell,"Apr 30, 2022",139,5000000,spv,20%,1%
buy,"May 2, 2022",153,20000000,unspecified,null,null
sell,"May 11, 2022",155,4000000,spv,10%,1%
sell,"May 11, 2022",146.72,25000000,spv,20%,2%
sell,"May 12, 2022",137,5000000,spv,20%,2%
sell,"May 16, 2022",null,4000000,unspecified,null,null
sell,"May 16, 2022",167,4000000,spv,10%,0
sell,"May 16, 2022",133,2000000,spv,25%,2%
sell,"May 17, 2022",153,4000000,spv,20%,1%
sell,"May 20, 2022",153,4000000,spv,20%,1%
sell,"May 21, 2022",144,5000000,spv,17.50%,2%
sell,"May 24, 2022",162,25000000,unspecified,null,null
sell,"May 29, 2022",167,3500000,spv,15%,0
sell,"Jun 2, 2022",155,5000000,spv,20%,1%
sell,"Jun 5, 2022",157,50000000,spv,20%,2%
sell,"Jun 5, 2022",155,10000000,spv,10%,1%
sell,"Jun 5, 2022",145,30000000,spv,20%,2%
sell,"Jun 6, 2022",null,20000000,unspecified,null,null
buy,"Jun 11, 2022",155,5000000,spv,0,null
sell,"Jun 12, 2022",169.6,5000000,spv,0,0
sell,"Jun 14, 2022",173,50000000,spv,0,0
sell,"Jun 14, 2022",145,1000000,spv,null,null
sell,"Jun 15, 2022",165.16,100000000,spv,7%,0
sell,"Jun 16, 2022",165,20000000,spv,5%,1%
sell,"Jun 16, 2022",160.84,20000000,spv,5%,1%
sell,"Jun 20, 2022",155,5000000,spv,5%,1%
sell,"Jun 21, 2022",165,80000000,spv,0,0
sell,"Jun 23, 2022",169,10000000,spv,0,null
sell,"Jun 23, 2022",138.9,45000000,spv,25%,0
sell,"Jun 26, 2022",167,20000000,unspecified,null,null
sell,"Jun 26, 2022",155,20000000,unspecified,null,null
sell,"Jun 26, 2022",155,100000000,unspecified,null,null
sell,"Jun 27, 2022",165,80000000,spv,0,0
buy,"Jun 28, 2022",137,999973,unspecified,null,null
sell,"Jul 1, 2022",138.9,45000000,spv,25%,0
sell,"Jul 3, 2022",null,2500000,spv,25%,2%
sell,"Jul 3, 2022",185,2975000,direct,null,null
sell,"Jul 3, 2022",165.16,100000000,spv,7%,0
sell,"Jul 3, 2022",161.3,7900000,spv,20%,0
sell,"Jul 3, 2022",159,2000000,spv,20%,2%
sell,"Jul 3, 2022",158,10000000,spv,20%,2%
sell,"Jul 3, 2022",155,150000000,spv,10%,0
sell,"Jul 3, 2022",153,4000000,spv,20%,1%
sell,"Jul 3, 2022",150,10000000,spv,20%,2%
sell,"Jul 3, 2022",145,10000000,spv,20%,2%
sell,"Jul 3, 2022",145,25000000,spv,20%,2%
buy,"Jul 3, 2022",143,20000000,unspecified,null,null
sell,"Jul 3, 2022",140.68,11000000,spv,17.50%,2%
sell,"Jul 3, 2022",138.9,45000000,spv,25%,0
buy,"Jul 3, 2022",135,3200000,unspecified,null,null
buy,"Jul 3, 2022",127,106000000,unspecified,null,null
buy,"Jul 5, 2022",155,10000000,unspecified,null,null
sell,"Jul 18, 2022",155,20000000,spv,20%,1%
sell,"Jul 19, 2022",145,2000000,spv,0,null
sell,"Jul 21, 2022",151,1040400,spv,20%,2%
sell,"Jul 21, 2022",145,650000,spv,20%,1%
buy,"Jul 26, 2022",148,10000000,unspecified,null,null
sell,"Aug 5, 2022",null,5000000,spv,20%,2%
sell,"Aug 5, 2022",173,50000000,spv,0,0
sell,"Aug 5, 2022",169.6,5000000,spv,0,0
sell,"Aug 5, 2022",169,20000000,spv,0,0
sell,"Aug 5, 2022",167,4000000,spv,10%,0
sell,"Aug 5, 2022",167,3500000,spv,15%,0
sell,"Aug 5, 2022",165,20000000,spv,5%,1%
sell,"Aug 5, 2022",160.84,20000000,spv,5%,1%
sell,"Aug 5, 2022",155,5000000,spv,5%,1%
sell,"Aug 5, 2022",155,4000000,spv,10%,1%
sell,"Aug 5, 2022",155,5000000,spv,20%,1%
sell,"Aug 5, 2022",155,10000000,spv,10%,1%
sell,"Aug 5, 2022",153,10000000,spv,10%,0
sell,"Aug 5, 2022",153,4000000,spv,20%,1%
buy,"Aug 5, 2022",153,20000000,unspecified,null,null
sell,"Aug 5, 2022",144,5000000,spv,17.50%,2%
buy,"Aug 5, 2022",137,999973,unspecified,null,null
sell,"Aug 5, 2022",133,2000000,spv,25%,2%
buy,"Aug 5, 2022",130,25000000,unspecified,null,null
buy,"Aug 7, 2022",145,20000000,unspecified,null,null
sell,"Aug 9, 2022",155,20000000,spv,10%,0
buy,"Aug 11, 2022",161,10000000,unspecified,null,null
buy,"Aug 15, 2022",155,20000000,unspecified,null,null
sell,"Aug 16, 2022",153,10000000,spv,10%,0
buy,"Aug 21, 2022",167,2000000,unspecified,null,null
buy,"Aug 24, 2022",145,650000,unspecified,null,null
buy,"Aug 25, 2022",160.3,1500000,unspecified,null,null
sell,"Aug 25, 2022",145,650000,spv,20%,1%
sell,"Aug 25, 2022",138.9,45000000,spv,25%,0
sell,"Aug 28, 2022",155,20000000,spv,10%,0
buy,"Aug 29, 2022",165,2000000,unspecified,null,null
sell,"Aug 29, 2022",162,20000000,unspecified,null,null
buy,"Aug 31, 2022",163,5000000,unspecified,null,null
buy,"Aug 31, 2022",151,10000000,unspecified,null,null
buy,"Sep 5, 2022",155,500000,unspecified,null,null
buy,"Sep 5, 2022",155,500000,unspecified,null,null
buy,"Sep 5, 2022",155,500000,unspecified,null,null
sell,"Sep 8, 2022",163,528582,spv,10%,0
sell,"Sep 9, 2022",173,50000000,spv,0,0
sell,"Sep 9, 2022",169.6,5000000,spv,0,0
sell,"Sep 9, 2022",165,20000000,spv,5%,1%
sell,"Sep 9, 2022",165,80000000,spv,0,0
sell,"Sep 9, 2022",160.84,20000000,spv,5%,1%
sell,"Sep 9, 2022",155,5000000,spv,5%,1%
sell,"Sep 9, 2022",155,20000000,spv,20%,1%
sell,"Sep 9, 2022",155,5000000,spv,20%,1%
sell,"Sep 9, 2022",155,10000000,spv,10%,1%
sell,"Sep 9, 2022",155,150000000,spv,10%,0
sell,"Sep 9, 2022",151,1040400,spv,20%,2%
buy,"Sep 9, 2022",148,10000000,unspecified,null,null
sell,"Sep 9, 2022",145,650000,spv,20%,1%
sell,"Sep 9, 2022",145,1000000,spv,null,null
buy,"Sep 9, 2022",137,999973,unspecified,null,null
buy,"Sep 11, 2022",137,999973,unspecified,null,null
sell,"Sep 17, 2022",165,25000000,spv,10%,1%
buy,"Sep 18, 2022",171,1000000,unspecified,null,null
buy,"Sep 18, 2022",171,1000000,unspecified,null,null
buy,"Sep 18, 2022",171,1000000,unspecified,null,null
buy,"Sep 26, 2022",175,10000000,unspecified,null,null
buy,"Sep 26, 2022",175,10000000,unspecified,null,null
buy,"Sep 26, 2022",175,10000000,unspecified,null,null
buy,"Sep 26, 2022",171,1000000,unspecified,null,null
buy,"Sep 26, 2022",163,100000000,unspecified,null,null
buy,"Sep 26, 2022",163,100000000,unspecified,null,null
buy,"Sep 26, 2022",163,100000000,unspecified,null,null
sell,"Sep 27, 2022",null,617000,spv,20%,1%
buy,"Sep 27, 2022",167,10000000,unspecified,null,null
buy,"Sep 27, 2022",167,10000000,unspecified,null,null
buy,"Sep 27, 2022",167,10000000,unspecified,null,null
sell,"Oct 2, 2022",155,100000000,spv,10%,0
buy,"Oct 3, 2022",163,10000000,unspecified,null,null
buy,"Oct 3, 2022",163,10000000,unspecified,null,null
sell,"Oct 6, 2022",176.7,25000000,unspecified,null,null
buy,"Oct 6, 2022",163,100000000,unspecified,null,null
sell,"Oct 6, 2022",159,10000000,spv,10%,0
sell,"Oct 6, 2022",158,11027731,spv,10%,0
buy,"Oct 7, 2022",165,15000000,unspecified,null,null
buy,"Oct 7, 2022",165,15000000,unspecified,null,null
sell,"Oct 9, 2022",152,10000000,spv,10%,0
buy,"Oct 9, 2022",137,999973,unspecified,null,null
buy,"Oct 11, 2022",161,10000000,unspecified,null,null
buy,"Oct 11, 2022",160.3,1500000,unspecified,null,null
buy,"Oct 24, 2022",163,10000000,unspecified,null,null
buy,"Oct 24, 2022",163,10000000,unspecified,null,null
sell,"Oct 24, 2022",152,10000000,spv,10%,0
sell,"Oct 25, 2022",172,58000000,spv,0,0
buy,"Oct 30, 2022",165,2000000,unspecified,null,null
buy,"Nov 1, 2022",179,2000000,unspecified,null,null
buy,"Nov 1, 2022",159,2000000,unspecified,null,null
sell,"Nov 2, 2022",176.7,10000000,direct,null,null
sell,"Nov 2, 2022",165,3000000,spv,10%,0
sell,"Nov 2, 2022",164.62,2000000,spv,20%,0
sell,"Nov 2, 2022",155,100000000,spv,10%,0
sell,"Nov 3, 2022",165,1575000,spv,0,0
sell,"Nov 3, 2022",165,40000000,spv,10%,0
sell,"Nov 3, 2022",155,50000000,spv,10%,0
buy,"Nov 6, 2022",175,10000000,unspecified,null,null
sell,"Nov 6, 2022",173,50000000,spv,null,null
buy,"Nov 6, 2022",171,1000000,unspecified,null,null
buy,"Nov 6, 2022",167,2000000,unspecified,null,null
buy,"Nov 6, 2022",167,10000000,unspecified,null,null
buy,"Nov 6, 2022",163,100000000,unspecified,null,null
buy,"Nov 6, 2022",155,20000000,unspecified,null,null
buy,"Nov 6, 2022",155,500000,unspecified,null,null
buy,"Nov 6, 2022",145,650000,unspecified,null,null
buy,"Nov 6, 2022",145,20000000,unspecified,null,null
sell,"Nov 9, 2022",172,110000000,spv,0,0
sell,"Nov 12, 2022",173,10000000,spv,0,0
sell,"Nov 13, 2022",179,20000000,spv,0,0
sell,"Nov 14, 2022",179,10000000,spv,0,0
buy,"Nov 14, 2022",175,2000000,unspecified,null,null
sell,"Nov 15, 2022",141,1500000,spv,20%,null
sell,"Nov 16, 2022",177,10000000,spv,null,null
buy,"Nov 17, 2022",169,15400000,spv,null,null
buy,"Nov 17, 2022",169,15400000,spv,null,null
sell,"Nov 18, 2022",179,10000000,spv,0,0
buy,"Nov 18, 2022",165,100000000,unspecified,null,null
sell,"Nov 21, 2022",173,20000000,spv,0,0
buy,"Nov 21, 2022",165,300000000,unspecified,null,null
sell,"Nov 21, 2022",155,100000000,spv,10%,0
buy,"Nov 26, 2022",165,200000000,unspecified,null,null
buy,"Nov 27, 2022",175,2000000,unspecified,null,null
sell,"Nov 28, 2022",167,100000000,spv,10%,1%
buy,"Nov 29, 2022",175,2000000,unspecified,null,null
buy,"Nov 29, 2022",175,2000000,unspecified,null,null
sell,"Nov 29, 2022",169,25000000,spv,0,0
sell,"Nov 30, 2022",169,5000000,spv,20%,2%
sell,"Nov 30, 2022",169,10000000,spv,10%,null
buy,"Dec 1, 2022",175,2000000,spv,null,null
sell,"Dec 1, 2022",173,10000000,spv,null,null
buy,"Dec 1, 2022",165,20000000,unspecified,null,null
sell,"Dec 3, 2022",185,3800000,spv,20%,1%
sell,"Dec 4, 2022",null,650000,spv,20%,1%
sell,"Dec 4, 2022",null,617000,spv,20%,1%
sell,"Dec 4, 2022",172,58000000,spv,0,0
sell,"Dec 4, 2022",169,20000000,spv,0,0
sell,"Dec 4, 2022",165,25000000,spv,10%,1%
sell,"Dec 4, 2022",163,528582,spv,10%,0
sell,"Dec 4, 2022",158,11027731,spv,10%,0
sell,"Dec 4, 2022",155,20000000,spv,20%,1%
sell,"Dec 4, 2022",155,20000000,spv,10%,0
sell,"Dec 4, 2022",155,150000000,spv,10%,0
sell,"Dec 4, 2022",153,10000000,spv,10%,0
sell,"Dec 4, 2022",151,1040400,spv,20%,2%
sell,"Dec 4, 2022",138.9,45000000,spv,25%,0
sell,"Dec 6, 2022",176.7,25000000,unspecified,null,null
sell,"Dec 7, 2022",167,100000000,spv,10%,1%
sell,"Dec 8, 2022",169,25000000,spv,10%,0
buy,"Dec 11, 2022",175,10000000,unspecified,null,null
buy,"Dec 11, 2022",171,1000000,unspecified,null,null
buy,"Dec 11, 2022",167,10000000,unspecified,null,null
buy,"Dec 11, 2022",165,15000000,unspecified,null,null
buy,"Dec 11, 2022",163,100000000,unspecified,null,null
buy,"Dec 11, 2022",163,10000000,unspecified,null,null
buy,"Dec 11, 2022",163,10000000,unspecified,null,null
buy,"Dec 11, 2022",155,500000,unspecified,null,null
buy,"Dec 13, 2022",175,3000000,unspecified,null,null
sell,"Dec 13, 2022",169,100000000,spv,0,0
sell,"Dec 13, 2022",168.3,15000000,spv,20%,0
sell,"Dec 14, 2022",177,50000000,unspecified,null,null
sell,"Dec 14, 2022",169,100000000,spv,15%,0
sell,"Dec 14, 2022",169,100000000,spv,0,0
sell,"Dec 14, 2022",125,8000000,spv,25%,2%
sell,"Dec 15, 2022",169,2000000,spv,10%,1%
