direction,Date,Price,size,structure,carry,managementFee
buy,"Nov 29, 2023",181,50000000,unspecified,null,null
sell,"Nov 29, 2023",177,20000000,spv,10%,0
sell,"Nov 30, 2023",169,5000000,spv,20%,0
sell,"Dec 1, 2023",177,17000000,spv,10%,1%
sell,"Dec 2, 2023",188.4,100000,spv,20%,0
buy,"Dec 2, 2023",175,50000,direct,null,null
sell,"Dec 3, 2023",190.9,100000,spv,20%,0
buy,"Dec 3, 2023",189,50000000,unspecified,null,null
buy,"Dec 4, 2023",191,1700000,spv,0,0
buy,"Dec 4, 2023",183.5,3000000,spv,0,0
sell,"Dec 4, 2023",183,50000,spv,10%,1%
sell,"Dec 4, 2023",183,1000000,spv,0,0
sell,"Dec 5, 2023",200.7,32500000,spv,10%,0
sell,"Dec 5, 2023",181,8000000,spv,0,0
sell,"Dec 5, 2023",177,5000000,spv,10%,2%
sell,"Dec 5, 2023",167,26600000,spv,10%,1%
sell,"Dec 7, 2023",213,100000,spv,20%,0
sell,"Dec 7, 2023",205,25000000,spv,10%,1.50%
sell,"Dec 7, 2023",205,5000000,spv,10%,1.50%
sell,"Dec 7, 2023",205,5000000,spv,10%,1.50%
buy,"Dec 7, 2023",185,50000,direct,null,null
buy,"Dec 7, 2023",185,50000,forward,null,null
buy,"Dec 7, 2023",185,50000,spv,5%,5%
buy,"Dec 8, 2023",185,1000000,spv,0,0
sell,"Dec 11, 2023",207,60000000,spv,null,null
sell,"Dec 11, 2023",200.7,32500000,spv,10%,0
sell,"Dec 12, 2023",216.4,20000000,spv,0,0
buy,"Dec 12, 2023",215,15000000,unspecified,null,null
sell,"Dec 12, 2023",214.8,7000000,spv,20%,0
sell,"Dec 12, 2023",214.5,5000000,spv,20%,0
sell,"Dec 12, 2023",212.4,10000000,spv,20%,0
buy,"Dec 12, 2023",209,50000000,direct,null,null
sell,"Dec 12, 2023",199.8,5000000,spv,20%,0
sell,"Dec 12, 2023",191.4,50000000,spv,20%,0
sell,"Dec 12, 2023",186.84,30000000,spv,10%,1%
sell,"Dec 12, 2023",185,5000000,spv,20%,0
sell,"Dec 12, 2023",180,5000000,spv,20%,0
sell,"Dec 12, 2023",176.7,10000000,spv,20%,0
sell,"Dec 13, 2023",220,3000000,spv,0,0
sell,"Dec 13, 2023",209,5000000,spv,10%,1.50%
buy,"Dec 13, 2023",209,50000000,direct,null,null
sell,"Dec 13, 2023",207,60000000,spv,0,0
sell,"Dec 13, 2023",193,26600000,spv,10%,1%
sell,"Dec 14, 2023",222.5,2500000,spv,0,0
buy,"Dec 14, 2023",219,10000000,unspecified,null,null
buy,"Dec 14, 2023",215,1000000,spv,0,0
buy,"Dec 14, 2023",209,3007000,spv,0,0
sell,"Dec 14, 2023",197,5000000,spv,10%,0
sell,"Dec 15, 2023",197,17000000,spv,10%,1%
sell,"Dec 16, 2023",172,735000,spv,10%,1%
sell,"Dec 18, 2023",220.64,2500000,spv,0,0
sell,"Dec 19, 2023",205,5000000,spv,10%,0
sell,"Dec 21, 2023",221,1000000,spv,0,0
buy,"Dec 21, 2023",215,100000000,unspecified,null,null
sell,"Dec 22, 2023",229,100000000,spv,0,0
sell,"Dec 23, 2023",220,3000000,spv,0,0
sell,"Dec 25, 2023",221,50000000,spv,0,0
sell,"Dec 25, 2023",215,60000000,spv,0,0
buy,"Dec 25, 2023",215,1500000,unspecified,null,null
sell,"Dec 25, 2023",209,10000000,spv,10%,0
sell,"Dec 25, 2023",201,32500000,spv,10%,1%
sell,"Dec 25, 2023",197,6000000,spv,10%,1.50%
sell,"Dec 25, 2023",187,10000000,spv,20%,1%
sell,"Dec 25, 2023",177,10000000,spv,20%,2%
buy,"Dec 26, 2023",215,3500000,unspecified,null,null
buy,"Dec 26, 2023",215,50000000,unspecified,null,null
buy,"Dec 26, 2023",215,50000000,unspecified,null,null
sell,"Dec 27, 2023",187,10000000,spv,20%,1%
sell,"Jan 2, 2024",220.64,2500000,spv,0,0
sell,"Jan 3, 2024",209,5000000,spv,10%,1.50%
sell,"Jan 4, 2024",223,40000000,spv,0,0
buy,"Jan 4, 2024",209,5000000,direct,null,null
buy,"Jan 4, 2024",209,5000000,spv,0,0
sell,"Jan 5, 2024",223,40000000,spv,0,0
buy,"Jan 5, 2024",221,250000,unspecified,null,null
sell,"Jan 5, 2024",221,1000000,spv,0,0
sell,"Jan 5, 2024",209,5000000,spv,0,0
buy,"Jan 6, 2024",221,250000,unspecified,null,null
buy,"Jan 6, 2024",209,2500000,spv,0,0
buy,"Jan 7, 2024",185,50000,direct,null,null
buy,"Jan 7, 2024",185,50000,forward,null,null
buy,"Jan 7, 2024",185,50000,spv,5%,5%
buy,"Jan 8, 2024",189,1000000,spv,10%,1%
buy,"Jan 9, 2024",215,250000,unspecified,null,null
buy,"Jan 10, 2024",225,500000,unspecified,null,null
buy,"Jan 10, 2024",225,250000,unspecified,null,null
buy,"Jan 10, 2024",225,250000,unspecified,null,null
buy,"Jan 10, 2024",221,3000000,unspecified,null,null
buy,"Jan 11, 2024",221,3000000,unspecified,null,null
sell,"Jan 11, 2024",209,1000000,spv,0,0
buy,"Jan 11, 2024",208,10000000,direct,null,null
buy,"Jan 11, 2024",208,10000000,spv,0,0
buy,"Jan 11, 2024",205,2000000,direct,null,null
buy,"Jan 11, 2024",205,2000000,spv,5%,0
sell,"Jan 12, 2024",220.1544,20000000,spv,0,0
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 13, 2024",209,5000000,spv,10%,1.50%
sell,"Jan 15, 2024",209,5000000,spv,0,0
buy,"Jan 15, 2024",205,50000,direct,null,null
buy,"Jan 15, 2024",205,50000,forward,null,null
buy,"Jan 16, 2024",219,5000000,spv,null,null
buy,"Jan 17, 2024",209,500000,direct,null,null
buy,"Jan 17, 2024",209,3000000,spv,0,0
sell,"Jan 17, 2024",207,1000000,spv,0,0
sell,"Jan 17, 2024",205,30000000,spv,null,null
sell,"Jan 18, 2024",218.6,1000000,spv,0,0
buy,"Jan 18, 2024",209.5,1000000,direct,null,null
buy,"Jan 18, 2024",209.5,1000000,spv,0,0
sell,"Jan 18, 2024",209,2000000,spv,10%,0
buy,"Jan 18, 2024",209,5000000,direct,null,null
buy,"Jan 18, 2024",209,5000000,spv,0,0
sell,"Jan 21, 2024",211,20000000,spv,10%,0
sell,"Jan 22, 2024",205,20000000,spv,10%,1%
sell,"Jan 23, 2024",220.64,5000000,spv,0,0
sell,"Jan 23, 2024",208.4,5000000,spv,10%,0
sell,"Jan 25, 2024",209,5000000,spv,10%,1%
buy,"Jan 25, 2024",205,50000,direct,null,null
buy,"Jan 25, 2024",205,50000,forward,null,null
buy,"Jan 26, 2024",219,250000,unspecified,null,null
buy,"Jan 27, 2024",215,50000,direct,null,null
buy,"Jan 27, 2024",215,50000,forward,null,null
buy,"Jan 27, 2024",215,50000,spv,5%,5%
buy,"Jan 27, 2024",189,500000,direct,null,null
buy,"Jan 30, 2024",215,750000,direct,null,null
buy,"Jan 30, 2024",215,750000,unspecified,null,null
buy,"Jan 30, 2024",208,2000000,direct,null,null
buy,"Jan 30, 2024",208,2000000,spv,0,0
sell,"Jan 31, 2024",220.78,5000000,spv,0,0
sell,"Jan 31, 2024",208.4,5000000,spv,10%,0
buy,"Feb 2, 2024",209,2000000,direct,null,null
buy,"Feb 2, 2024",209,2000000,spv,0,0
buy,"Feb 5, 2024",225,500000,unspecified,null,null
buy,"Feb 5, 2024",225,500000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",219,250000,unspecified,null,null
buy,"Feb 5, 2024",219,250000,unspecified,null,null
buy,"Feb 5, 2024",215,250000,unspecified,null,null
buy,"Feb 5, 2024",215,250000,unspecified,null,null
buy,"Feb 5, 2024",209,500000,direct,null,null
sell,"Feb 5, 2024",209,5000000,spv,10%,1%
buy,"Feb 5, 2024",205,50000,direct,null,null
buy,"Feb 5, 2024",205,50000,forward,null,null
sell,"Feb 6, 2024",221.62,10000000,spv,0,0
buy,"Feb 6, 2024",215,50000,direct,null,null
buy,"Feb 6, 2024",215,50000,forward,null,null
buy,"Feb 6, 2024",215,50000,spv,5%,5%
buy,"Feb 6, 2024",209,10000000,spv,0,0
sell,"Feb 6, 2024",209,5000000,spv,0,0
sell,"Feb 7, 2024",222.58,2000000,spv,0,0
sell,"Feb 7, 2024",208.4,5000000,spv,10%,0
sell,"Feb 7, 2024",195,5000000,spv,20%,0
sell,"Feb 8, 2024",169,10000000,spv,20%,2%
sell,"Feb 11, 2024",199.32,30000000,spv,10%,0
sell,"Feb 12, 2024",199.32,30000000,spv,10%,0
sell,"Feb 13, 2024",221.62,10000000,spv,0,0
sell,"Feb 14, 2024",221.62,10000000,spv,0,0
sell,"Feb 16, 2024",209,5000000,spv,0,0
buy,"Feb 16, 2024",208,2000000,direct,null,null
buy,"Feb 16, 2024",208,2000000,spv,0,0
buy,"Feb 18, 2024",229,800000,unspecified,null,null
buy,"Feb 18, 2024",223,2000000,unspecified,null,null
buy,"Feb 19, 2024",215,50000,direct,null,null
buy,"Feb 19, 2024",215,50000,forward,null,null
buy,"Feb 19, 2024",215,50000,spv,5%,5%
sell,"Feb 20, 2024",208.4,5000000,spv,10%,0
sell,"Feb 20, 2024",195,5000000,spv,20%,0
sell,"Feb 22, 2024",222.58,2000000,spv,0,0
sell,"Feb 22, 2024",209,1000000,spv,0,0
sell,"Feb 22, 2024",209,1000000,spv,0,0
buy,"Feb 22, 2024",209,2000000,direct,null,null
buy,"Feb 22, 2024",209,2000000,spv,0,0
sell,"Feb 22, 2024",199,275000,spv,20%,2%
sell,"Feb 26, 2024",209,5000000,spv,0,0
buy,"Feb 27, 2024",209,5000000,spv,0,0
buy,"Feb 27, 2024",209,500000,spv,0,0
buy,"Mar 1, 2024",215,50000,direct,null,null
buy,"Mar 1, 2024",215,50000,forward,null,null
buy,"Mar 1, 2024",215,50000,spv,5%,5%
buy,"Mar 4, 2024",209,2000000,direct,null,null
buy,"Mar 4, 2024",209,2000000,spv,0,0
sell,"Mar 6, 2024",209,5000000,spv,10%,1%
sell,"Mar 6, 2024",208.4,5000000,spv,10%,0
buy,"Mar 8, 2024",209,10000000,spv,0,0
sell,"Mar 12, 2024",220,10000000,spv,0,0
buy,"Mar 12, 2024",215,50000,direct,null,null
buy,"Mar 12, 2024",215,50000,forward,null,null
buy,"Mar 12, 2024",215,50000,spv,5%,5%
sell,"Mar 13, 2024",221,750000,spv,0,0
buy,"Mar 14, 2024",209,5000000,spv,0,0
sell,"Mar 15, 2024",216.76,10000000,spv,0,0
sell,"Mar 15, 2024",209,5000000,spv,0,0
buy,"Mar 19, 2024",209,2000000,direct,null,null
buy,"Mar 19, 2024",209,2000000,spv,0,0
sell,"Mar 20, 2024",212,2000000,spv,10%,1%
buy,"Mar 23, 2024",215,50000,direct,null,null
buy,"Mar 23, 2024",215,50000,forward,null,null
buy,"Mar 23, 2024",215,50000,spv,5%,5%
buy,"Mar 27, 2024",209,5000000,spv,0,0
sell,"Mar 31, 2024",216.76,500000,spv,0,0
sell,"Apr 1, 2024",223,5000000,spv,0,0
sell,"Apr 2, 2024",221,1000000,spv,0,0
buy,"Apr 2, 2024",209,2000000,direct,null,null
buy,"Apr 2, 2024",209,2000000,spv,0,0
sell,"Apr 3, 2024",219,1000000,spv,0,0
buy,"Apr 3, 2024",215,50000,direct,null,null
buy,"Apr 3, 2024",215,50000,forward,null,null
buy,"Apr 3, 2024",215,50000,spv,5%,5%
sell,"Apr 3, 2024",197,5000000,spv,10%,1%
buy,"Apr 4, 2024",219,20000000,direct,null,null
buy,"Apr 4, 2024",219,20000000,spv,0,0
sell,"Apr 6, 2024",209,5000000,spv,0,0
buy,"Apr 9, 2024",209,5000000,spv,0,0
buy,"Apr 11, 2024",209,2000000,direct,null,null
buy,"Apr 11, 2024",209,2000000,spv,0,0
buy,"Apr 13, 2024",215,50000,direct,null,null
buy,"Apr 13, 2024",215,50000,forward,null,null
buy,"Apr 13, 2024",215,50000,spv,5%,5%
sell,"Apr 14, 2024",219,1000000,spv,0,0
sell,"Apr 21, 2024",223,5000000,spv,0,0
sell,"Apr 21, 2024",217,3000000,spv,0,0
buy,"Apr 22, 2024",209,2000000,direct,null,null
buy,"Apr 22, 2024",209,2000000,spv,0,0
sell,"Apr 24, 2024",219,1000000,spv,0,0
buy,"Apr 24, 2024",215,50000,direct,null,null
buy,"Apr 24, 2024",215,50000,forward,null,null
buy,"Apr 24, 2024",215,50000,spv,5%,5%
sell,"May 2, 2024",213,10000000,spv,0,0
buy,"May 2, 2024",209,2000000,direct,null,null
buy,"May 2, 2024",209,2000000,spv,0,0
buy,"May 3, 2024",null,50000,spv,5%,5%
buy,"May 3, 2024",215,50000,direct,null,null
buy,"May 3, 2024",215,50000,forward,null,null
sell,"May 13, 2024",213,10000000,spv,0,0
buy,"May 13, 2024",209,2000000,direct,null,null
buy,"May 13, 2024",209,2000000,spv,0,0
buy,"May 14, 2024",209,2000000,direct,null,null
buy,"May 14, 2024",209,2000000,spv,0,0
buy,"May 20, 2024",209,2000000,direct,null,null
buy,"May 20, 2024",209,2000000,spv,0,0
buy,"May 27, 2024",209,2000000,direct,null,null
buy,"May 27, 2024",209,2000000,spv,0,0
sell,"May 28, 2024",229,1000000,spv,0,1%
sell,"May 30, 2024",205,5000000,spv,10%,1%
sell,"May 31, 2024",187,5000000,spv,20%,2%
sell,"May 31, 2024",175,150000,spv,20%,2%
buy,"Jun 2, 2024",null,50000,direct,null,null
buy,"Jun 2, 2024",235,50000,forward,null,null
buy,"Jun 2, 2024",235,50000,spv,5%,5%
buy,"Jun 3, 2024",209,2000000,direct,null,null
buy,"Jun 3, 2024",209,2000000,spv,0,0
sell,"Jun 5, 2024",null,1000000,spv,0,1%
sell,"Jun 5, 2024",223,1000000,spv,0,1%
buy,"Jun 10, 2024",209,2000000,direct,null,null
buy,"Jun 10, 2024",209,2000000,spv,0,0
buy,"Jun 19, 2024",235,50000,direct,null,null
buy,"Jun 19, 2024",235,50000,forward,null,null
buy,"Jun 19, 2024",235,50000,spv,5%,5%
sell,"Jun 20, 2024",233,1000000,spv,0,1%
buy,"Jun 24, 2024",209,2000000,direct,null,null
buy,"Jun 24, 2024",209,2000000,spv,0,0
buy,"Jun 25, 2024",233,200000,spv,null,null
sell,"Jun 27, 2024",235,75000,spv,20%,0
buy,"Jun 30, 2024",235,50000,direct,null,null
buy,"Jun 30, 2024",235,50000,forward,null,null
buy,"Jun 30, 2024",235,50000,spv,5%,5%
sell,"Jul 2, 2024",250,500000,spv,0,0
sell,"Jul 3, 2024",239,1000000,spv,0,1%
sell,"Jul 4, 2024",239,1000000,spv,10%,2%
sell,"Jul 7, 2024",239,3000000,spv,0,0
buy,"Jul 8, 2024",209,2000000,direct,null,null
buy,"Jul 8, 2024",209,2000000,spv,0,0
buy,"Jul 8, 2024",209,2000000,direct,null,null
buy,"Jul 8, 2024",209,2000000,spv,0,0
buy,"Jul 8, 2024",209,2000000,direct,null,null
buy,"Jul 8, 2024",209,2000000,spv,0,0
buy,"Jul 9, 2024",null,25000,direct,null,null
buy,"Jul 9, 2024",null,25000,spv,20%,2%
sell,"Jul 9, 2024",235,75000,spv,20%,0
buy,"Jul 12, 2024",245,10000000,spv,0,0
sell,"Jul 15, 2024",239,1000000,spv,0,1%
sell,"Jul 17, 2024",248,10000000,spv,15%,1%
sell,"Jul 17, 2024",245,10000000,spv,15%,1%
sell,"Jul 17, 2024",239,2000000,spv,10%,1%
sell,"Jul 18, 2024",239,10000000,spv,15%,0
sell,"Jul 18, 2024",239,10000000,spv,10%,1%
buy,"Jul 22, 2024",209,2000000,direct,null,null
buy,"Jul 22, 2024",209,2000000,spv,0,0
sell,"Jul 23, 2024",205,2000000,spv,20%,2%
sell,"Jul 24, 2024",252.44,5000000,spv,0,0
sell,"Jul 24, 2024",239,5000000,spv,0,0
sell,"Jul 27, 2024",249,800000,spv,0,0
buy,"Jul 29, 2024",209,2000000,direct,null,null
buy,"Jul 29, 2024",209,2000000,spv,0,0
sell,"Jul 31, 2024",239,2000000,spv,10%,1%
buy,"Aug 1, 2024",239,50000000,spv,0,0
buy,"Aug 5, 2024",209,2000000,direct,null,null
buy,"Aug 5, 2024",209,2000000,spv,0,0
sell,"Aug 6, 2024",243.48,3000000,spv,15%,0
sell,"Aug 9, 2024",265,1000000,spv,0,0
buy,"Aug 11, 2024",245,100000000,spv,0,0
buy,"Aug 12, 2024",245,100000000,direct,null,null
buy,"Aug 12, 2024",245,100000000,spv,0,0
sell,"Aug 12, 2024",239,3000000,spv,10%,1%
buy,"Aug 12, 2024",209,2000000,direct,null,null
buy,"Aug 12, 2024",209,2000000,spv,0,0
sell,"Aug 13, 2024",235,165000,spv,20%,0
sell,"Aug 19, 2024",235,5000000,spv,10%,1%
buy,"Aug 19, 2024",209,2000000,direct,null,null
buy,"Aug 19, 2024",209,2000000,spv,0,0
buy,"Aug 20, 2024",235,10000000,direct,null,null
buy,"Aug 20, 2024",235,10000000,spv,5%,null
sell,"Aug 21, 2024",231,100000,spv,20%,0
buy,"Aug 26, 2024",255,2000000,spv,0,0
buy,"Aug 26, 2024",209,2000000,direct,null,null
buy,"Aug 26, 2024",209,2000000,spv,0,0
buy,"Sep 2, 2024",209,2000000,direct,null,null
buy,"Sep 2, 2024",209,2000000,spv,0,0
sell,"Sep 3, 2024",265,5000000,spv,0,0
buy,"Sep 4, 2024",247,50000000,direct,null,null
buy,"Sep 4, 2024",247,50000000,spv,0,0
sell,"Sep 6, 2024",235,110000,spv,20%,0
buy,"Sep 9, 2024",209,2000000,direct,null,null
buy,"Sep 9, 2024",209,2000000,spv,0,0
buy,"Sep 10, 2024",235,150000,direct,null,null
buy,"Sep 10, 2024",235,150000,spv,10%,1%
sell,"Sep 12, 2024",275,222300,spv,0,0
buy,"Sep 13, 2024",239,250000,direct,null,null
buy,"Sep 13, 2024",239,250000,spv,10%,0
buy,"Sep 16, 2024",209,2000000,direct,null,null
buy,"Sep 16, 2024",209,2000000,spv,0,0
buy,"Sep 23, 2024",209,2000000,direct,null,null
buy,"Sep 23, 2024",209,2000000,spv,0,0
sell,"Sep 24, 2024",275,222300,spv,0,0
buy,"Sep 30, 2024",209,2000000,direct,null,null
buy,"Sep 30, 2024",209,2000000,spv,0,0
buy,"Oct 4, 2024",257,2000000,spv,0,0
buy,"Oct 4, 2024",239,10000000,spv,10%,0
sell,"Oct 10, 2024",265,5000000,spv,0,0
buy,"Oct 10, 2024",261,5000000,spv,0,0
buy,"Oct 14, 2024",257,2000000,spv,0,0
buy,"Oct 14, 2024",239,10000000,spv,10%,0
buy,"Oct 14, 2024",209,2000000,direct,null,null
buy,"Oct 14, 2024",209,2000000,spv,0,0
sell,"Oct 15, 2024",271,250000,spv,0,0
sell,"Oct 17, 2024",239,15000000,spv,10%,1%
buy,"Oct 21, 2024",215,2000000,direct,null,null
buy,"Oct 21, 2024",215,2000000,spv,0,0
buy,"Oct 22, 2024",245,2500000,spv,0,0
sell,"Oct 23, 2024",271,1000000,spv,0,0
sell,"Oct 23, 2024",259,500000,spv,10%,0
sell,"Oct 28, 2024",259,500000,spv,10%,null
buy,"Oct 28, 2024",215,2000000,direct,null,null
buy,"Oct 28, 2024",215,2000000,spv,0,0
sell,"Oct 31, 2024",273,1000000,spv,null,null
sell,"Nov 1, 2024",265,5000000,spv,null,null
buy,"Nov 4, 2024",215,2000000,direct,null,null
buy,"Nov 4, 2024",215,2000000,spv,0,0
buy,"Nov 5, 2024",255,3000000,spv,0,0
sell,"Nov 5, 2024",254.9,5000000,spv,0,0
sell,"Nov 6, 2024",275,1000000,spv,null,null
sell,"Nov 6, 2024",275,1000000,spv,null,null
sell,"Nov 6, 2024",261,500000,spv,10%,null
sell,"Nov 6, 2024",261,500000,spv,10%,null
buy,"Nov 6, 2024",239,50000000,spv,10%,1%
buy,"Nov 6, 2024",239,50000000,spv,10%,1%
buy,"Nov 8, 2024",263.64,5000000,spv,0,0
sell,"Nov 8, 2024",259,2000000,spv,17.50%,1%
buy,"Nov 10, 2024",265,250000,direct,null,null
buy,"Nov 10, 2024",265,250000,spv,0,0
buy,"Nov 11, 2024",239,2000000,direct,null,null
buy,"Nov 11, 2024",239,2000000,spv,0,0
sell,"Nov 16, 2024",239,5000000,spv,20%,1%
buy,"Nov 17, 2024",275,1000000,direct,null,null
buy,"Nov 17, 2024",275,1000000,spv,20%,2%
buy,"Nov 18, 2024",239,2000000,direct,null,null
buy,"Nov 18, 2024",239,2000000,spv,0,0
buy,"Nov 25, 2024",253,2000000,direct,null,null
buy,"Nov 25, 2024",253,2000000,spv,0,0
buy,"Dec 2, 2024",253,2000000,direct,null,null
buy,"Dec 2, 2024",253,2000000,spv,0,0
sell,"Dec 9, 2024",455,3000000,spv,10%,0
buy,"Dec 9, 2024",253,2000000,direct,null,null
buy,"Dec 9, 2024",253,2000000,spv,0,0
buy,"Dec 11, 2024",405,10000000,spv,10%,0
buy,"Dec 11, 2024",375,2000000,direct,null,null
buy,"Dec 11, 2024",375,2000000,spv,0,0
buy,"Dec 11, 2024",275,2000000,direct,null,null
buy,"Dec 11, 2024",275,2000000,spv,0,0
sell,"Dec 15, 2024",425,345015,spv,15%,0
sell,"Dec 19, 2024",485,85000000,spv,0,0
sell,"Dec 23, 2024",495,10000000,spv,10%,0
buy,"Dec 23, 2024",385,2000000,direct,null,null
buy,"Dec 23, 2024",385,2000000,spv,0,0
buy,"Dec 30, 2024",385,2000000,direct,null,null
buy,"Dec 30, 2024",385,2000000,spv,0,0
buy,"Jan 3, 2025",425,232880,spv,15%,0
sell,"Jan 6, 2025",385,100000,spv,15%,0.50%
sell,"Jan 6, 2025",385,100000,spv,15%,0.50%
buy,"Jan 6, 2025",385,2000000,direct,null,null
buy,"Jan 6, 2025",385,2000000,spv,0,0
sell,"Jan 8, 2025",495,403920,spv,15%,0
sell,"Jan 10, 2025",385,10000000,spv,10%,1%
sell,"Jan 11, 2025",485,100000,spv,10%,0
sell,"Jan 11, 2025",485,100000,spv,10%,0
sell,"Jan 13, 2025",425,100000,spv,15%,0
buy,"Jan 13, 2025",389,3000000,spv,0,6%
buy,"Jan 13, 2025",385,2000000,direct,null,null
buy,"Jan 13, 2025",385,2000000,spv,0,0
buy,"Jan 14, 2025",389,1000000,spv,10%,1%
buy,"Jan 14, 2025",385,1000000,direct,null,null
buy,"Jan 14, 2025",385,1000000,spv,0,5%
sell,"Jan 17, 2025",457.9,1000000,spv,20%,0
sell,"Jan 20, 2025",404,7780000,spv,20%,1%
buy,"Jan 20, 2025",385,2000000,direct,null,null
buy,"Jan 20, 2025",385,2000000,spv,0,0
buy,"Jan 21, 2025",425,300000,spv,0,0
sell,"Jan 22, 2025",485,100000,spv,10%,0
sell,"Jan 22, 2025",485,3000000,spv,0,0
buy,"Jan 27, 2025",385,2000000,direct,null,null
buy,"Jan 27, 2025",385,2000000,spv,0,0
buy,"Jan 28, 2025",455,9600000,spv,0,1%
sell,"Jan 28, 2025",425,100000,spv,15%,0
sell,"Jan 29, 2025",475,100000,spv,10%,0
sell,"Jan 29, 2025",465,100000,spv,10%,0
sell,"Jan 29, 2025",465,100000,spv,10%,0
sell,"Feb 3, 2025",465,3000000,spv,0,0
sell,"Feb 3, 2025",445,100000,spv,10%,0
sell,"Feb 3, 2025",425,100000,spv,15%,0
buy,"Feb 3, 2025",385,2000000,direct,null,null
buy,"Feb 3, 2025",385,2000000,spv,0,0
buy,"Feb 10, 2025",385,2000000,direct,null,null
buy,"Feb 10, 2025",385,2000000,spv,0,0
sell,"Feb 13, 2025",447.9,5000000,spv,0,0
sell,"Feb 17, 2025",465,1000000,spv,0,0
sell,"Feb 17, 2025",445,100000,spv,10%,0
buy,"Feb 17, 2025",385,2000000,direct,null,null
buy,"Feb 17, 2025",385,2000000,spv,0,0
sell,"Feb 18, 2025",385,5000000,spv,10%,1%
buy,"Feb 19, 2025",415,5000000,direct,null,null
buy,"Feb 19, 2025",415,5000000,spv,0,0
buy,"Feb 19, 2025",385,3000000,direct,null,null
buy,"Feb 19, 2025",385,3000000,spv,0,0
buy,"Feb 19, 2025",385,3000000,direct,null,null
buy,"Feb 19, 2025",385,3000000,spv,null,null
sell,"Feb 24, 2025",455,5000000,spv,10%,0
buy,"Feb 24, 2025",385,2000000,direct,null,null
buy,"Feb 24, 2025",385,2000000,spv,0,0